"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","","",".",".",".",".",".",".",".","LHB and PHW total ",".",".","LHB and PHW total ","LHB and PHW total ",".",".","LHB and PHW total ","LHB and PHW total ",".",".","LHB and PHW total "
"","","",".",".",".",".",".",".",".","LHB primary ","LHB secondary ","LHB and PHW other ",".","LHB primary ","LHB secondary ","LHB and PHW other ",".","LHB primary ","LHB secondary ","LHB and PHW other ","."
"Total ","","",".",".",".",".",".",".",2426.365397,559.324147,2107.479804,57.254641,2724.058592,576.102713,2278.61629,71.505264,2926.224267,580.013521,2396.085085,60.601995,3036.700601
"Total ","Infectious diseases ","Infectious diseases ",".",".",".",".",".",".",38.406155,13.823,156.315713,25.26684,195.405553,13.1206,89.016414,26.103881,128.240894,12.947315,76.08452,6.057643,95.089478
"","Cancers & tumours ","Cancers & tumours ",".",".",".",".",".",".",156.432876,8.760377,168.48186,0,177.242237,8.280879,194.94412,0,203.224998,8.358105,197.981879,0,206.339984
"","Blood disorders ","Blood disorders ",".",".",".",".",".",".",35.906854,6.252881,27.877013,0,34.129894,6.934602,25.247915,0,32.182517,5.793328,29.142289,0,34.935617
"","Endocrine, nutritional & metabolic problems ","",".",".",".",".",".",".",112.864671,73.980297,52.061665,0,126.041962,77.317158,60.832323,0,138.149481,83.929477,64.969902,0,148.899378
"","Endocrine, nutritional & metabolic problems ","Diabetes ",".",".",".",".",".",".",55.11892,43.551288,11.234799,0,54.786086,45.850259,13.75163,0,59.601889,49.301322,13.299287,0,62.600609
"","","Other endocrine, nutritional and metabolic problems ",".",".",".",".",".",".",57.745751,30.42901,40.826866,0,71.255875,31.466899,47.080692,0,78.547592,34.628155,51.670615,0,86.29877
"","Mental health problems ","",".",".",".",".",".",".",287.24711,27.229199,306.53415,0,333.763349,21.350595,317.09665,0,338.447244,21.255724,347.5185,0,368.774224
"","Mental health problems ","General mental illness ",".",".",".",".",".",".",159.018737,6.317033,177.707669,0,184.024702,6.150583,193.016459,0,199.167042,6.647433,199.886354,0,206.533786
"","","Elderly mental illness ",".",".",".",".",".",".",69.099164,1.245412,73.896229,0,75.141641,1.168345,74.530029,0,75.698374,0.910341,89.399054,0,90.309395
"","","Child & adolescent mental health services ",".",".",".",".",".",".",22.618765,0.608584,26.895511,0,27.504095,0.577964,24.975715,0,25.553679,0.533253,28.644473,0,29.177726
"","","Other mental health problems ",".",".",".",".",".",".",36.510444,19.05817,28.034742,0,47.092912,13.453704,24.574446,0,38.028151,13.164698,29.588619,0,42.753317
"","Learning disability problems ","Learning disability problems ",".",".",".",".",".",".",25.282523,0.149848,28.188306,0,28.338154,0.126103,29.304856,0,29.430959,0.181435,30.356982,0,30.538418
"","Neurological system problems ","Neurological system problems ",".",".",".",".",".",".",100.92436,19.22175,89.565613,0,108.787363,18.834836,91.977192,0,110.812027,18.725259,111.726804,0,130.452063
"","Eye/vision problems ","Eye/vision problems ",".",".",".",".",".",".",71.374892,25.759592,27.088659,0,52.848251,29.022767,43.495507,0,72.518274,26.651635,50.760227,0,77.411861
"","Hearing problems ","Hearing problems ",".",".",".",".",".",".",17.170863,0.253295,12.772413,0,13.025707,0.271585,14.866754,0,15.138339,0.266626,17.535647,0,17.802273
"","Circulation problems ","",".",".",".",".",".",".",179.435638,47.175731,140.86203,0,188.03776,49.867376,169.359999,0,219.227376,51.11325,171.888222,0,223.001472
"","Circulation problems ","Coronary Heart Disease ",".",".",".",".",".",".",35.191386,8.493742,28.768389,0,37.262131,8.669449,35.047143,0,43.716592,8.048606,34.399436,0,42.448042
"","","Cerebrovascular disease ",".",".",".",".",".",".",29.258798,1.275558,36.781732,0,38.05729,1.225973,40.834225,0,42.060198,0.566581,36.840615,0,37.407196
"","","Other problems of circulation (1)",".",".",".",".",".",".",114.985454,37.40643,75.311909,0,112.71834,39.971954,93.478632,0,133.450585,42.498062,100.648171,0,143.146233
"","Respiratory problems ","Respiratory problems ",".",".",".",".",".",".",166.163486,50.741768,90.543649,0,141.285417,50.693346,116.501682,0,167.195027,51.802694,146.940561,0,198.743255
"","Dental problems ","Dental problems ",".",".",".",".",".",".",74.96083,63.630492,11.977261,0,75.607753,64.926708,15.787238,0,80.713946,61.670068,20.031635,0,81.701703
"","Gastro intestinal problems ","Gastro intestinal problems ",".",".",".",".",".",".",142.000256,32.062569,141.589857,0,173.652427,33.682428,148.497871,0,182.180298,36.994469,175.427249,0,212.421718
"","Skin problems ","Skin problems ",".",".",".",".",".",".",46.8794,14.147443,41.752074,0,55.899517,14.923831,39.902434,0,54.826266,13.864595,53.004755,0,66.86935
"","Musculo skeletal system problems (exc Trauma) ","Musculo skeletal system problems (exc Trauma) ",".",".",".",".",".",".",121.043661,15.464952,68.581556,0,84.046508,14.368418,89.945692,0,104.314109,12.529415,103.178873,0,115.708289
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",".",".",".",".",".",".",189.92644,4.860825,230.546412,0,235.407237,4.589056,246.224813,0,250.813869,4.598448,243.183577,0,247.782025
"","Genito Urinary system disorders (exc infertility) ","",".",".",".",".",".",".",94.400184,10.014247,92.357697,0,102.371944,9.381677,102.334255,0,111.715932,9.348408,122.083715,0,131.432123
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",".",".",".",".",".",".",26.699081,2.070675,17.181511,0,19.252185,1.996589,26.783058,0,28.779647,1.949515,31.795007,0,33.744523
"","","Renal problems ",".",".",".",".",".",".",26.397863,0.288274,40.474233,0,40.762507,0.256872,40.108479,0,40.365351,0.233298,49.081806,0,49.315104
"","","Chronic renal failure (2)",".",".",".",".",".",".",0,0,0,0,0,0,0,0,0,0,0,0,0
