"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","","",".",".",".",".",".",".",".","LHB and PHW total ",".",".","LHB and PHW total ","LHB and PHW total ",".",".","LHB and PHW total ","LHB and PHW total ",".",".","LHB and PHW total "
"","","",".",".",".",".",".",".",".","LHB primary ","LHB secondary ","LHB and PHW other ",".","LHB primary ","LHB secondary ","LHB and PHW other ",".","LHB primary ","LHB secondary ","LHB and PHW other ","."
"Total ","","",".",".",".",".",".",".",920094.895422,201754.818333,847608.680521,22490.455236,1071853.954091,202698.626517,889856.266604,27475.589526,1120030.482648,210890.107747,936892.596734,23114.148892,1170896.853373
"Total ","Infectious diseases ","Infectious diseases ",".",".",".",".",".",".",13370.247776,3992.163857,48299.699803,9925.18205,62217.045709,3822.618993,41102.959344,10030.303639,54955.881975,4437.285937,29772.667621,2310.439669,36520.393228
"","Cancers & tumours ","Cancers & tumours ",".",".",".",".",".",".",74291.049521,2623.765463,85539.825119,0,88163.590582,2506.4319,84404.738942,0,86911.170841,2581.066733,100755.875936,0,103336.942669
"","Blood disorders ","Blood disorders ",".",".",".",".",".",".",10768.788573,786.566468,11142.236337,0,11928.802805,792.312068,15797.341248,0,16589.653316,885.961743,14572.681509,0,15458.643253
"","Endocrine, nutritional & metabolic problems ","",".",".",".",".",".",".",34492.00745,21327.214551,18204.292941,0,39531.507492,22301.231515,20912.794802,0,43214.026317,24852.160027,24220.351755,0,49072.511782
"","Endocrine, nutritional & metabolic problems ","Diabetes ",".",".",".",".",".",".",17865.165497,12839.979318,5754.312915,0,18594.292234,13749.840988,5399.278194,0,19149.119182,15073.772528,5736.554166,0,20810.326694
"","","Other endocrine, nutritional and metabolic problems ",".",".",".",".",".",".",16626.841954,8487.235232,12449.980026,0,20937.215258,8551.390527,15513.516608,0,24064.907136,9778.387499,18483.797588,0,28262.185088
"","Mental health problems ","",".",".",".",".",".",".",100646.467909,8965.459004,101394.981506,0,110360.44051,7350.141442,106717.472142,0,114067.613584,7631.004176,112856.562859,0,120487.567035
"","Mental health problems ","General mental illness ",".",".",".",".",".",".",44784.823009,479.867562,50888.16536,0,51368.032922,436.645406,51889.271485,0,52325.916891,349.543148,60862.337718,0,61211.880866
"","","Elderly mental illness ",".",".",".",".",".",".",35452.512561,288.423186,39452.757581,0,39741.180767,286.800349,35447.71058,0,35734.510929,214.301613,27775.274448,0,27989.576061
"","","Child & adolescent mental health services ",".",".",".",".",".",".",6486.749187,574.051691,3062.363802,0,3636.415493,601.913843,6482.289197,0,7084.20304,684.030683,7272.580481,0,7956.611164
"","","Other mental health problems ",".",".",".",".",".",".",13922.383152,7623.116565,7991.694763,0,15614.811329,6024.781844,12898.20088,0,18922.982724,6383.128732,16946.370211,0,23329.498943
"","Learning disability problems ","Learning disability problems ",".",".",".",".",".",".",24774.283566,10.676372,29827.273572,0,29837.949944,25.493264,31883.198032,0,31908.691295,70.409737,38548.6748,0,38619.084537
"","Neurological system problems ","Neurological system problems ",".",".",".",".",".",".",42281.490447,5548.48172,40965.786697,0,46514.268416,5426.928875,41721.907004,0,47148.835879,5547.791932,46786.868734,0,52334.660665
"","Eye/vision problems ","Eye/vision problems ",".",".",".",".",".",".",24400.045839,7383.451935,16312.538566,0,23695.990501,7465.57436,17193.481501,0,24659.055861,7233.206152,20940.900394,0,28174.106546
"","Hearing problems ","Hearing problems ",".",".",".",".",".",".",6254.054084,87.375523,5221.133981,0,5308.509504,87.902172,5893.205422,0,5981.107595,96.881309,6379.135413,0,6476.016723
"","Circulation problems ","",".",".",".",".",".",".",75363.887515,15329.762567,70872.167004,0,86201.92957,16245.913959,70644.223062,0,86890.137022,16998.797243,74696.678068,0,91695.475311
"","Circulation problems ","Coronary Heart Disease ",".",".",".",".",".",".",12844.882576,2296.513177,15299.130821,0,17595.643998,2251.040982,12377.287292,0,14628.328274,2072.388714,11377.045369,0,13449.434083
"","","Cerebrovascular disease ",".",".",".",".",".",".",13946.242542,431.972481,16913.743695,0,17345.716176,471.487842,15777.490644,0,16248.978486,207.532103,14935.745455,0,15143.277558
"","","Other problems of circulation (1)",".",".",".",".",".",".",48572.762397,12601.276909,38659.292487,0,51260.569396,13523.385135,42489.445127,0,56012.830262,14718.876426,48383.887244,0,63102.76367
"","Respiratory problems ","Respiratory problems ",".",".",".",".",".",".",59793.391805,13443.969645,39369.375754,0,52813.345399,13028.507224,44375.717445,0,57404.224669,13889.915654,48540.848867,0,62430.764521
"","Dental problems ","Dental problems ",".",".",".",".",".",".",28669.976056,23491.410214,5804.991528,0,29296.401742,25440.849904,6029.51414,0,31470.364044,26214.142841,6568.521338,0,32782.664179
"","Gastro intestinal problems ","Gastro intestinal problems ",".",".",".",".",".",".",56815.079447,9508.321745,51834.075998,0,61342.397744,9725.840344,58374.21555,0,68100.055894,10488.466046,62989.635172,0,73478.101217
"","Skin problems ","Skin problems ",".",".",".",".",".",".",19949.479154,4417.49348,16295.647918,0,20713.141398,4582.932372,17282.148998,0,21865.081371,4924.008063,16778.046226,0,21702.054289
"","Musculo skeletal system problems (exc Trauma) ","Musculo skeletal system problems (exc Trauma) ",".",".",".",".",".",".",47273.311407,4167.431186,40291.455285,0,44458.88647,3920.992243,48669.616644,0,52590.608886,3796.826943,50564.39908,0,54361.226023
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",".",".",".",".",".",".",69477.503712,933.362398,83598.216177,0,84531.578575,905.596224,91597.112986,0,92502.709209,978.933535,92192.143213,0,93171.076747
"","Genito Urinary system disorders (exc infertility) ","",".",".",".",".",".",".",43860.565602,4573.359218,37741.304604,0,42314.663822,4446.502817,40258.470463,0,44704.97328,4251.590519,44296.06449,0,48547.655009
